Claim_ID,Claim_Date,Vehicle_Registration_Date,Vehicle_Failure_Date,Vehicle_MFD_Year,Mileage_km,Part_Group,Subpart_Code,Failure_Mode,Customer_Type,Region,Labor_Cost,Material_Cost,Total_Cost,Burden_Ratio,Final_Claim_Decision,Final_DPR_Decision
CLM_000038,2024-06-25,2019-11-09,2024-05-20,2019,20288.39307147188,Electronics,ELEC_C,Vibration,Retail,Region_3,92.24534744541613,474.4201495989754,566.6654970443915,0.6186332695532852,Reject,Approve
CLM_000039,2022-10-31,2014-08-29,2022-09-04,2014,125007.20446792986,Brakes,BRK_B,Leak,Fleet,Region_2,134.71849338363262,234.20026321991358,368.91875660354617,0.265608699815137,Reject,Reject
CLM_000040,2023-11-23,2021-11-30,2023-10-28,2021,31700.151485627914,Chassis,CHS_A,Electrical_Issue,Retail,Region_3,380.6228397399274,92.32651754865412,472.9493572885815,0.32846805279486874,Reject,Approve
CLM_000041,2022-06-30,2019-06-07,2022-05-25,2019,30132.35751537273,Body,BODY_B,Leak,Fleet,Region_2,170.48085438200533,117.61726359297458,288.0981179749799,0.21750520455292943,Approve,Reject
CLM_000042,2024-04-10,2022-09-15,2024-02-15,2022,24705.645821781836,Electronics,ELEC_B,Vibration,Retail,Region_1,20.656143981275306,272.1225975343415,292.7787415156168,0.9291908224607235,Reject,Reject
CLM_000043,2024-02-07,2020-08-31,2024-01-16,2020,45368.79266326717,Electronics,ELEC_B,Vibration,Retail,Region_1,29.621681042257816,21.224965272665006,50.84664631492282,0.5449911420583373,Approve,Approve
CLM_000044,2023-01-24,2018-04-27,2022-12-05,2018,39342.5672040193,Electronics,ELEC_C,No_Start,Retail,Region_1,169.90535326534268,173.73707052030852,343.6424237856512,0.23601635217629663,Approve,Reject
CLM_000045,2022-03-16,2015-07-08,2022-02-12,2015,122869.00819873536,Body,BODY_B,Electrical_Issue,Fleet,Region_2,295.85684316612463,215.0779292345954,510.93477240072,0.5683934577283722,Reject,Reject
CLM_000046,2024-11-28,2021-09-18,2024-10-07,2021,38947.02395756537,Brakes,BRK_A,Electrical_Issue,Retail,Region_2,66.64997670634422,310.3797537584365,377.0297304647807,0.9100376976747262,Reject,Approve
CLM_000047,2023-05-04,2016-12-09,2023-04-06,2016,83031.3941802667,Chassis,CHS_B,Leak,Retail,Region_2,162.49246120624275,31.088119755456177,193.58058096169893,0.3519592938242485,Reject,Reject
CLM_000048,2024-09-04,2019-06-08,2024-07-28,2019,66563.85626637306,Brakes,BRK_A,Electrical_Issue,Fleet,Region_2,299.0202679335997,175.52736170437936,474.54762963797907,0.3902920510402858,Reject,Reject
CLM_000049,2024-01-13,2021-06-11,2023-12-24,2021,54887.161002754554,Engine,ENG_A,Noise,Fleet,Region_2,182.29466772129416,378.23368088759537,560.5283486088895,0.9857866005336715,Reject,Reject
CLM_000050,2024-05-02,2016-10-26,2024-03-25,2016,111269.6593963293,Body,BODY_A,Vibration,Fleet,Region_3,150.5193622384653,706.7147452181313,857.2341074565966,0.8831277142027867,Reject,Reject
CLM_000051,2024-04-12,2020-07-23,2024-03-23,2020,57321.8720016681,Body,BODY_A,Electrical_Issue,Fleet,Region_3,107.1820939584766,92.3934874303895,199.5755813888661,0.6388220790632994,Approve,Reject
CLM_000052,2022-08-02,2021-02-11,2022-06-27,2021,18827.101165678152,Brakes,BRK_B,No_Start,Retail,Region_1,121.7141104976355,472.3720437974835,594.0861542951191,0.34881004796373183,Approve,Reject
CLM_000053,2023-02-03,2015-03-06,2022-12-18,2015,137139.0134676566,Body,BODY_B,Electrical_Issue,Fleet,Region_1,231.66952192251296,363.252077878768,594.921599801281,0.3756198571698848,Reject,Reject
CLM_000054,2023-05-27,2015-11-17,2023-05-01,2015,163725.01365948556,Body,BODY_A,Electrical_Issue,Retail,Region_3,252.77596626390635,526.5984424060682,779.3744086699746,0.8891665818717682,Approve,Reject
CLM_000055,2023-06-30,2022-10-30,2023-06-04,2022,12142.87915957837,Body,BODY_A,No_Start,Fleet,Region_3,249.4093946094917,23.11264882402138,272.5220434335131,0.7404279539747611,Approve,Reject
CLM_000056,2022-02-17,2014-09-10,2022-01-28,2014,137222.1579992713,Chassis,CHS_B,Leak,Retail,Region_1,76.13066146120046,324.6813450884704,400.81200654967085,0.4807552211669006,Reject,Reject
CLM_000057,2023-08-22,2015-11-05,2023-07-09,2015,140642.97802948946,Chassis,CHS_B,No_Start,Retail,Region_2,6.74328152183882,464.66785494307044,471.41113646490925,0.22077429106699348,Reject,Reject
CLM_000058,2022-06-18,2015-08-10,2022-05-14,2015,55559.8961801212,Electronics,ELEC_B,Electrical_Issue,Retail,Region_2,97.16894137975473,194.25423842665856,291.42317980641326,0.30881720422762116,Reject,Reject
CLM_000059,2024-03-24,2021-12-06,2024-02-22,2021,24410.086304170178,Brakes,BRK_B,Noise,Fleet,Region_2,270.3208076600246,152.12615646335172,422.44696412337635,0.7833834731581331,Approve,Approve
CLM_000060,2024-01-18,2018-10-06,2024-01-16,2018,73895.5387719683,Engine,ENG_B,Electrical_Issue,Retail,Region_3,440.4506481692769,216.9844040274839,657.4350521967608,0.7189986777712878,Reject,Reject
CLM_000061,2024-10-07,2020-03-22,2024-09-30,2020,51713.2286227568,Electronics,ELEC_A,Leak,Fleet,Region_1,56.092981099781454,438.9610705940093,495.05405169379077,0.48702564221221656,Reject,Approve
CLM_000062,2024-03-26,2019-01-14,2024-03-25,2019,50322.03735634406,Body,BODY_B,Vibration,Retail,Region_2,222.7750830150274,96.97519633609598,319.75027935112337,0.6735669129955062,Reject,Approve
CLM_000063,2023-02-06,2017-12-07,2022-12-17,2017,29153.484616126396,Body,BODY_B,Vibration,Retail,Region_1,80.883989059859,90.39111520620482,171.2751042660638,0.8040945105622792,Approve,Reject
CLM_000064,2024-11-25,2019-07-22,2024-10-05,2019,44236.006119849626,Engine,ENG_A,Leak,Retail,Region_3,362.0506584247055,13.787408711320872,375.8380671360264,0.7150613515255619,Approve,Reject
CLM_000065,2023-03-26,2018-11-17,2023-03-21,2018,59755.12827157898,Body,BODY_B,No_Start,Retail,Region_2,267.24914477565267,178.81439837927059,446.06354315492325,0.3916085065595035,Approve,Approve
CLM_000066,2022-12-23,2017-03-22,2022-12-20,2017,84384.46269790007,Body,BODY_A,Leak,Retail,Region_3,178.69380116608042,50.77642505522989,229.47022622131033,0.9612035086469635,Reject,Reject
CLM_000067,2024-09-18,2020-04-05,2024-08-02,2020,49187.691866240464,Body,BODY_A,Noise,Fleet,Region_3,188.8173202728044,181.74736551518913,370.56468578799354,0.21890272102411715,Approve,Reject
CLM_000068,2023-02-10,2022-09-16,2023-01-10,2022,6200.027483074441,Electronics,ELEC_C,Electrical_Issue,Retail,Region_3,335.7425430753448,80.02698596031627,415.7695290356611,0.6450204953913061,Reject,Reject
CLM_000069,2022-03-25,2021-09-04,2022-03-06,2021,7100.89869228093,Engine,ENG_B,Leak,Retail,Region_3,22.906991308008955,122.24058755318285,145.1475788611918,0.3786478837737935,Approve,Reject
CLM_000070,2023-05-30,2015-07-13,2023-04-23,2015,161269.4628008484,Electronics,ELEC_B,Electrical_Issue,Retail,Region_3,130.08089717898935,140.1315155063534,270.21241268534277,0.7660164634745956,Reject,Reject
CLM_000071,2024-05-21,2016-11-23,2024-05-07,2016,106380.71109079514,Body,BODY_B,Vibration,Fleet,Region_2,49.023481159049126,224.4537793238135,273.4772604828626,0.6494443420091516,Reject,Reject
CLM_000072,2022-07-27,2017-08-24,2022-07-15,2017,91041.13595562032,Electronics,ELEC_B,Vibration,Retail,Region_2,186.3614375937972,238.61807579603644,424.97951338983364,0.3565625718641293,Reject,Reject
CLM_000073,2023-05-22,2021-09-23,2023-04-30,2021,26591.062191103887,Electronics,ELEC_B,Noise,Fleet,Region_2,158.7383989816351,160.65206314029857,319.39046212193364,0.6047103899623214,Reject,Reject
CLM_000074,2022-05-23,2015-11-30,2022-03-31,2015,51790.40987874748,Electronics,ELEC_C,Electrical_Issue,Retail,Region_2,178.40865508485194,133.47295996910302,311.881615053955,0.6157914861827747,Approve,Reject
CLM_000075,2024-01-22,2022-08-25,2023-12-07,2022,20524.80876021034,Electronics,ELEC_B,Noise,Fleet,Region_2,42.009173134411895,120.81408827709942,162.8232614115113,0.5362412750294234,Approve,Approve
CLM_000076,2023-06-05,2020-02-27,2023-05-24,2020,28858.422265774683,Brakes,BRK_A,No_Start,Retail,Region_3,297.8523502710278,36.95280722480461,334.80515749583236,0.23373779570680578,Reject,Reject
CLM_000077,2022-12-28,2020-02-06,2022-11-24,2020,41833.21088825933,Body,BODY_A,Leak,Fleet,Region_2,240.35640003736037,439.4167530883728,679.7731531257332,0.36542179873120695,Approve,Approve
CLM_000078,2022-09-06,2022-04-24,2022-07-15,2022,4169.963557176123,Brakes,BRK_A,Electrical_Issue,Fleet,Region_2,94.66879889939003,92.53291457339785,187.20171347278787,0.9750531845398929,Reject,Reject
CLM_000079,2023-09-11,2017-01-05,2023-07-16,2017,113040.95618771142,Electronics,ELEC_B,Vibration,Fleet,Region_2,253.99932229370836,199.6064542404175,453.6057765341259,0.3507921901863116,Reject,Reject
CLM_000080,2024-01-04,2019-09-09,2023-11-19,2019,35832.39528052513,Electronics,ELEC_B,Leak,Retail,Region_2,11.684958130061592,60.07072929412837,71.75568742418996,0.5670104789653718,Approve,Approve
CLM_000081,2024-10-26,2022-01-13,2024-10-18,2022,41999.33912752312,Body,BODY_A,Vibration,Fleet,Region_3,50.49677330878092,319.16277244669345,369.65954575547437,0.43523227735487824,Approve,Reject
CLM_000082,2023-04-24,2019-01-05,2023-04-09,2019,76831.40362498925,Chassis,CHS_A,Leak,Retail,Region_2,134.0922279306509,204.13565099868697,338.22787892933786,0.8054780821581515,Reject,Reject
CLM_000083,2022-06-25,2022-03-17,2022-06-12,2022,5352.870642889035,Body,BODY_A,No_Start,Retail,Region_2,108.85150616366231,252.79552405618742,361.64703021984974,0.662470694206676,Approve,Reject
CLM_000084,2024-06-30,2020-10-02,2024-06-21,2020,41868.25582153791,Engine,ENG_C,No_Start,Retail,Region_1,349.99869507528956,57.7424256594086,407.74112073469814,0.772326625887165,Approve,Reject
CLM_000085,2023-11-21,2019-06-29,2023-11-10,2019,66390.52138855786,Body,BODY_A,Electrical_Issue,Retail,Region_2,228.67603312748614,262.30737379995867,490.9834069274448,0.7095814209359994,Reject,Reject
CLM_000086,2024-02-06,2021-02-16,2024-01-18,2021,47326.0200768364,Brakes,BRK_B,Noise,Retail,Region_2,402.23486549677176,24.08034672032905,426.3152122171008,0.6029592952857487,Approve,Reject
CLM_000087,2022-04-17,2015-06-05,2022-03-15,2015,156221.8179327844,Engine,ENG_B,Leak,Retail,Region_1,35.09165221412751,109.26215588704629,144.3538081011738,0.9684982009394572,Reject,Reject
CLM_000088,2022-12-09,2020-09-06,2022-11-15,2020,17142.246985505306,Engine,ENG_A,No_Start,Retail,Region_3,108.02136984337345,65.89800099076531,173.91937083413876,0.762546606617766,Approve,Approve
CLM_000089,2024-04-20,2022-12-08,2024-03-26,2022,14278.901780952692,Chassis,CHS_A,Electrical_Issue,Retail,Region_3,47.79938403414506,201.65204202618386,249.4514260603289,0.7510605850344361,Approve,Reject
CLM_000090,2024-06-30,2020-01-14,2024-06-15,2020,129526.97809132977,Electronics,ELEC_C,Vibration,Retail,Region_1,179.3267620182509,460.74097251386814,640.0677345321191,0.7523842422442644,Reject,Reject
CLM_000091,2023-04-22,2015-12-27,2023-04-13,2015,99849.46520528328,Brakes,BRK_B,Leak,Fleet,Region_3,35.20406724768902,295.30559086356476,330.50965811125377,0.5734341624292012,Reject,Reject
CLM_000092,2024-05-31,2021-02-28,2024-04-02,2021,18047.936353902875,Engine,ENG_A,Leak,Retail,Region_1,161.52434816021045,529.0644106499876,690.5887588101981,0.7141491762822829,Reject,Reject
CLM_000093,2024-07-10,2023-11-18,2024-06-04,2023,7782.201593331247,Body,BODY_A,Vibration,Retail,Region_2,72.15189311966753,208.55921575641213,280.71110887607966,0.6836029508628073,Reject,Approve
CLM_000094,2023-03-01,2015-03-11,2023-02-15,2015,9219.742179394218,Body,BODY_B,Vibration,Retail,Region_1,256.3974733113557,323.9652557201818,580.3627290315376,0.9106326633661803,Reject,Reject
CLM_000095,2024-09-10,2020-11-22,2024-07-24,2020,61621.88971081014,Brakes,BRK_A,No_Start,Fleet,Region_2,135.21376102446334,398.7923247364625,534.0060857609258,0.983080536278679,Reject,Reject
CLM_000096,2022-11-12,2021-03-21,2022-09-23,2021,31365.488231879583,Engine,ENG_C,Leak,Retail,Region_2,28.40871775915664,395.55952954216434,423.96824730132096,0.5864312392731164,Reject,Approve
CLM_000097,2022-09-20,2017-07-23,2022-07-24,2017,53924.8824783822,Brakes,BRK_B,Noise,Retail,Region_1,285.9026183822051,54.807589833700455,340.71020821590554,0.6806595977525876,Approve,Approve
CLM_000098,2024-01-18,2021-03-27,2024-01-08,2021,35583.10317599592,Body,BODY_A,Electrical_Issue,Fleet,Region_1,289.2008329452418,90.60425018011047,379.80508312535227,0.4322113939900274,Approve,Reject
CLM_000099,2023-11-29,2016-03-11,2023-10-22,2016,151517.54882171183,Engine,ENG_B,Leak,Fleet,Region_3,246.3104360980152,366.632977585694,612.9434136837092,0.876346672333884,Reject,Reject
CLM_000100,2022-06-03,2019-10-25,2022-04-06,2019,16298.559965295084,Brakes,BRK_B,Noise,Retail,Region_3,93.18178172653163,533.2733921452643,626.455173871796,0.7685427177932456,Approve,Approve
CLM_000101,2024-06-30,2019-11-09,2024-05-13,2019,38971.736922216034,Engine,ENG_C,No_Start,Fleet,Region_1,211.01068346213086,84.8414083251496,295.8520917872805,0.9391883859363774,Reject,Approve
CLM_000102,2022-08-07,2018-01-05,2022-07-24,2018,63601.46672090827,Electronics,ELEC_C,Vibration,Fleet,Region_1,307.45879626638487,96.65279333598455,404.1115896023694,0.6840052126380969,Reject,Reject
CLM_000103,2024-05-31,2022-03-20,2024-04-08,2022,24724.316787865,Engine,ENG_A,Electrical_Issue,Retail,Region_1,124.61900152206063,292.87487785809003,417.49387938015064,0.7669206198194622,Reject,Reject
CLM_000104,2022-01-09,2017-10-15,2021-12-15,2017,57347.77958367616,Engine,ENG_A,No_Start,Retail,Region_1,129.2616073525739,133.4385553520485,262.70016270462236,0.27611686127024815,Approve,Reject
CLM_000105,2024-05-22,2023-04-02,2024-04-23,2023,9894.244755162834,Engine,ENG_C,No_Start,Retail,Region_3,149.6253233458412,383.08434961899815,532.7096729648393,0.6853829975272681,Approve,Reject
CLM_000106,2024-05-11,2018-12-23,2024-04-08,2018,86566.30566194087,Body,BODY_A,Noise,Fleet,Region_1,248.9100777269975,311.8490370429837,560.7591147699812,0.5014285473504048,Reject,Reject
CLM_000107,2024-05-04,2018-01-17,2024-03-19,2018,89779.63201604392,Electronics,ELEC_A,Leak,Retail,Region_1,166.6282884344309,421.1719044794603,587.8001929138912,0.6064736426657698,Approve,Reject
CLM_000108,2023-12-30,2016-03-06,2023-12-22,2016,138807.38165801793,Chassis,CHS_B,Noise,Retail,Region_1,221.73860055114784,150.82323730568424,372.5618378568321,0.46125796196120733,Reject,Reject
CLM_000109,2023-06-01,2020-07-22,2023-04-30,2020,45770.096965772944,Brakes,BRK_A,Noise,Fleet,Region_2,119.64634778979587,127.16157804418381,246.80792583397968,0.42979848419160716,Reject,Reject
CLM_000110,2024-02-12,2021-07-30,2023-12-25,2021,40720.571194572796,Brakes,BRK_A,Leak,Fleet,Region_3,117.291943371787,98.24780126701621,215.5397446388032,0.8565752384814989,Approve,Reject
CLM_000111,2022-10-31,2018-03-15,2022-09-28,2018,35990.33237656956,Brakes,BRK_B,Vibration,Retail,Region_2,227.61740426461483,524.3050768554052,751.92248112002,0.6460972506302235,Approve,Approve
CLM_000112,2024-05-04,2018-07-26,2024-04-17,2018,100902.40523861694,Chassis,CHS_A,Noise,Fleet,Region_3,82.65972169413956,57.66434188026105,140.3240635744006,0.40256925492764445,Reject,Reject
CLM_000113,2023-09-01,2015-07-07,2023-08-28,2015,108886.0254167996,Electronics,ELEC_C,No_Start,Fleet,Region_3,56.945948868984644,50.64811761917496,107.5940664881596,0.8133712532995871,Reject,Reject
CLM_000114,2023-05-18,2022-11-27,2023-04-15,2022,6675.960151839257,Brakes,BRK_A,Noise,Fleet,Region_3,79.3816054589479,213.4352055232816,292.8168109822295,0.25984184347606676,Approve,Reject
CLM_000115,2023-07-08,2021-05-08,2023-05-27,2021,43865.44002363192,Body,BODY_A,No_Start,Fleet,Region_1,113.12802467832427,125.20089210843432,238.32891678675858,0.4345206657291866,Reject,Reject
CLM_000116,2023-09-15,2021-05-08,2023-08-13,2021,26866.923580759863,Electronics,ELEC_C,Leak,Retail,Region_3,142.0888797326036,401.1003349618639,543.1892146944675,0.4690439815174151,Approve,Approve
CLM_000117,2022-02-10,2019-10-24,2021-12-14,2019,50068.42240966521,Engine,ENG_A,Vibration,Fleet,Region_2,93.60044832251134,46.346451354507266,139.94689967701862,0.34206944077566864,Approve,Reject
CLM_000118,2022-06-03,2018-06-20,2022-04-28,2018,87915.37441499654,Body,BODY_A,Vibration,Retail,Region_1,102.5058221872557,164.27951368893807,266.78533587619376,0.8741521569573849,Approve,Reject
CLM_000119,2022-09-26,2015-07-14,2022-08-27,2015,135254.46376309125,Engine,ENG_B,Noise,Fleet,Region_1,185.33231501959307,29.19066208938092,214.52297710897398,0.7391188599217138,Reject,Reject
CLM_000120,2022-05-06,2021-10-29,2022-05-02,2021,5228.255709109004,Engine,ENG_B,Noise,Fleet,Region_3,71.44777322739259,143.2301211842579,214.6778944116505,0.7362433224687916,Approve,Reject
CLM_000121,2023-04-27,2016-07-27,2023-03-25,2016,27476.536294926205,Body,BODY_A,Vibration,Fleet,Region_1,243.2962998692076,209.6223789371174,452.918678806325,0.6741658859839333,Reject,Reject
CLM_000122,2024-01-02,2018-10-29,2023-12-23,2018,105658.58661459656,Electronics,ELEC_A,Noise,Fleet,Region_2,63.57319262002563,184.0258597091361,247.59905232916174,0.5026338915413486,Reject,Approve
CLM_000123,2023-12-18,2018-10-21,2023-11-05,2018,80299.30761024321,Brakes,BRK_A,Leak,Fleet,Region_3,139.26474213543082,174.09937847910257,313.36412061453336,0.7272096724895389,Reject,Reject
CLM_000124,2023-05-31,2017-10-02,2023-05-21,2017,63844.88805221969,Engine,ENG_A,Noise,Retail,Region_3,132.35007802480655,314.02477355022785,446.3748515750344,0.7890273189276245,Approve,Reject
CLM_000125,2024-07-25,2023-05-18,2024-06-01,2023,24812.685714930572,Electronics,ELEC_A,Electrical_Issue,Retail,Region_1,348.31456829950275,80.38702358494821,428.701591884451,0.6307849014630778,Reject,Reject
CLM_000126,2023-09-11,2017-06-29,2023-08-24,2017,66350.26212070907,Body,BODY_B,No_Start,Retail,Region_2,121.09890709429989,256.85843601356015,377.95734310786,0.5765785204563374,Reject,Reject
CLM_000127,2022-03-28,2019-12-30,2022-03-02,2019,28898.860869984353,Brakes,BRK_A,Noise,Fleet,Region_3,267.833419157739,168.86728945589732,436.7007086136363,0.37881952843530525,Approve,Reject
CLM_000128,2024-04-17,2019-12-02,2024-04-08,2019,77161.29865998022,Electronics,ELEC_A,No_Start,Retail,Region_2,227.99847071067202,145.23503327158727,373.2335039822593,0.2671981714419489,Approve,Reject
CLM_000129,2023-09-22,2018-01-29,2023-09-09,2018,53284.259742604416,Brakes,BRK_A,Noise,Retail,Region_2,88.78951311916138,278.2644911818848,367.0540043010462,0.23304168420022695,Approve,Approve
CLM_000130,2023-11-27,2018-11-02,2023-10-03,2018,73292.47720982628,Chassis,CHS_B,Vibration,Retail,Region_1,327.9695808182424,222.55753500343667,550.527115821679,0.7713958926850042,Approve,Reject
